run_id,wall_time,mode,bitfile,wns_ns,software_commit,workload,workload_id,repeat,status,exclusion_reason,n_circuits,shots,rps,n_active_ch,per_shot_us,qpu_ms,t_start_ns,t_end_ns,elapsed_ms,cmd_bytes_logical,cmd_bytes_transferred,readout_bytes,send_block_us_max,send_block_us_total,seamless,tag,pool_tables,n_groups,cnr,cnr_wait_cycles,note,t_first_dma_done_ns,t_start_written_ns,t_first_cid_ns,t_batch_done_ns
c3_14q_decomp_smoke-c3-7-r-1-1788500049,2026-09-03T22:34:09,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,7,-1,ok,,1,8192,2,4,14.84,121.6020,497071971272403,497072094215832,122.943429,832,131328,524288,50,19202,1,c3_14q_decomp_smoke,0,1,0,0,,497071971300143,497071971300663,497071971346134,497072094197772
c3_14q_decomp_smoke-c3-7-r0-1788500049,2026-09-03T22:34:09,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,7,0,ok,,1,8192,2,4,14.84,121.6020,497072246626257,497072369563816,122.937559,832,131328,524288,35,18407,1,c3_14q_decomp_smoke,0,1,0,0,,497072246653477,497072246654097,497072246676637,497072369549956
c3_14q_decomp_smoke-c3-7-r1-1788500049,2026-09-03T22:34:09,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,7,1,ok,,1,8192,2,4,14.84,121.6020,497072514538226,497072637489366,122.95114,832,131328,524288,772,20129,1,c3_14q_decomp_smoke,0,1,0,0,,497072514565387,497072514566077,497072514583827,497072637463186
c3_14q_decomp_p0-c3-7-r-1-1788500082,2026-09-03T22:34:42,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,7,-1,ok,,1,8192,2,4,14.84,121.6020,497105178686749,497105301629318,122.942569,832,131328,524288,621,19976,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497105178713699,497105178714329,497105178740519,497105301610978
c3_14q_decomp_p0-c3-6-r6-1788500086,2026-09-03T22:34:46,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,6,6,ok,,1,1024,2,3,12.06,12.3515,497109509471213,497109522033829,12.562616,784,98560,40960,25,1286,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497109509491623,497109509492283,497109509509464,497109522017189
c3_14q_decomp_p0-c3-6-r7-1788500087,2026-09-03T22:34:47,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,6,7,ok,,1,1024,2,3,12.06,12.3515,497109660340092,497109672902188,12.562096,784,98560,40960,40,1293,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497109660361212,497109660361862,497109660379293,497109672885248
c3_14q_decomp_p0-c3-6-r8-1788500087,2026-09-03T22:34:47,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,6,8,ok,,1,1024,2,3,12.06,12.3515,497109814541794,497109827101620,12.559826,784,98560,40960,44,1343,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497109814562085,497109814562795,497109814582165,497109827087350
c3_14q_decomp_p0-c3-6-r9-1788500087,2026-09-03T22:34:47,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,6,9,ok,,1,1024,2,3,12.06,12.3515,497109967147621,497109979716506,12.568885,784,98560,40960,27,1153,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497109967168611,497109967169661,497109967187121,497109979693516
c3_14q_decomp_p0-c3-8-r-1-1788500087,2026-09-03T22:34:47,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,8,-1,ok,,1,1024,2,5,17.97,18.4054,497110197160571,497110215804878,18.644307,1040,164096,81920,34,2785,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497110197194512,497110197195332,497110197517125,497110215781247
c3_14q_decomp_p0-c3-8-r0-1788500087,2026-09-03T22:34:47,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,8,0,ok,,1,1024,2,5,17.97,18.4054,497110417040030,497110435823338,18.783308,1040,164096,81920,34,1835,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497110417073331,497110417073991,497110417098801,497110435660177
c3_14q_decomp_p0-c3-8-r1-1788500088,2026-09-03T22:34:48,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,8,1,ok,,1,1024,2,5,17.97,18.4054,497110644317374,497110662948010,18.630636,1040,164096,81920,39,1788,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497110644350834,497110644351484,497110644376794,497110662936800
c3_14q_decomp_p0-c3-8-r2-1788500088,2026-09-03T22:34:48,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,8,2,ok,,1,1024,2,5,17.97,18.4054,497110867548016,497110886180933,18.632917,1040,164096,81920,37,1887,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497110867581297,497110867582027,497110867602837,497110886168512
c3_14q_decomp_p0-c3-8-r3-1788500088,2026-09-03T22:34:48,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,8,3,ok,,1,1024,2,5,17.97,18.4054,497111085682978,497111104463526,18.780548,1040,164096,81920,396,2252,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497111085716428,497111085717138,497111085738828,497111104303674
c3_14q_decomp_p0-c3-8-r4-1788500088,2026-09-03T22:34:48,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,8,4,ok,,1,1024,2,5,17.97,18.4054,497111312930661,497111331574227,18.643566,1040,164096,81920,27,2636,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497111312963631,497111312964241,497111312985071,497111331549887
c3_14q_decomp_p0-c3-8-r5-1788500088,2026-09-03T22:34:48,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,8,5,ok,,1,1024,2,5,17.97,18.4054,497111535807000,497111554445146,18.638146,1040,164096,81920,33,2709,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497111535839830,497111535840410,497111535862260,497111554426366
c3_14q_decomp_p0-c3-8-r6-1788500089,2026-09-03T22:34:49,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,8,6,ok,,1,1024,2,5,17.97,18.4054,497111763317485,497111781948472,18.630987,1040,164096,81920,31,2455,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497111763351446,497111763352026,497111763374206,497111781937371
c3_14q_decomp_p0-c3-8-r7-1788500089,2026-09-03T22:34:49,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,8,7,ok,,1,1024,2,5,17.97,18.4054,497111990156594,497112008788130,18.631536,1040,164096,81920,27,2511,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497111990189054,497111990189644,497111990210485,497112008775820
c3_14q_decomp_p0-c3-8-r8-1788500089,2026-09-03T22:34:49,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,8,8,ok,,1,1024,2,5,17.97,18.4054,497112211029773,497112229663659,18.633886,1040,164096,81920,33,2235,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497112211063353,497112211064243,497112211090624,497112229668169
c3_14q_decomp_p0-c3-8-r9-1788500089,2026-09-03T22:34:49,c3,build_63329aaf_20260830175903,0.000,e9b23c4,single,8,9,ok,,1,1024,2,5,17.97,18.4054,497112432417577,497112451052364,18.634787,1040,164096,81920,27,2762,1,c3_14q_decomp_p0,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=0,497112432451328,497112432451948,497112432473378,497112451037654
c3_14q_decomp_p200-c3-7-r-1-1788500094,2026-09-03T22:34:54,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,7,-1,ok,,1,8192,2,4,14.84,121.6020,497117522099632,497117645037352,122.93772,832,131328,524288,851,21164,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497117522126422,497117522126932,497117522164993,497117645025032
c3_14q_decomp_p200-c3-7-r0-1788500095,2026-09-03T22:34:55,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,7,0,ok,,1,8192,2,4,14.84,121.6020,497117793499106,497117916447456,122.94835,832,131328,524288,736,21523,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497117793526377,497117793526967,497117793547587,497117916432786
c3_14q_decomp_p200-c3-7-r1-1788500095,2026-09-03T22:34:55,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,7,1,ok,,1,8192,2,4,14.84,121.6020,497118062644338,497118185612408,122.96807,832,131328,524288,298,18720,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497118062670789,497118062671649,497118062690909,497118185568648
c3_14q_decomp_p200-c3-7-r2-1788500095,2026-09-03T22:34:55,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,7,2,ok,,1,8192,2,4,14.84,121.6020,497118335415236,497118458349796,122.93456,832,131328,524288,444,19658,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497118335442567,497118335443077,497118335464417,497118458339926
c3_14q_decomp_p200-c3-7-r3-1788500096,2026-09-03T22:34:56,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,7,3,ok,,1,8192,2,4,14.84,121.6020,497118642388197,497118765327836,122.939639,832,131328,524288,50,18693,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497118642414847,497118642415637,497118642436967,497118765313046
c3_14q_decomp_p200-c3-7-r4-1788500096,2026-09-03T22:34:56,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,7,4,ok,,1,8192,2,4,14.84,121.6020,497118953012693,497119075954703,122.94201,832,131328,524288,611,20793,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497118953040014,497118953040574,497118953060304,497119075937723
c3_14q_decomp_p200-c3-7-r5-1788500096,2026-09-03T22:34:56,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,7,5,ok,,1,8192,2,4,14.84,121.6020,497119221058614,497119343996874,122.93826,832,131328,524288,597,19844,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497119221084715,497119221085305,497119221108535,497119343982284
c3_14q_decomp_p200-c3-7-r6-1788500096,2026-09-03T22:34:56,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,7,6,ok,,1,8192,2,4,14.84,121.6020,497119496053455,497119618995264,122.941809,832,131328,524288,732,20421,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497119496081015,497119496081705,497119496102505,497119618978564
c3_14q_decomp_p200-c3-7-r7-1788500097,2026-09-03T22:34:57,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,7,7,ok,,1,8192,2,4,14.84,121.6020,497119804854283,497119927798773,122.94449,832,131328,524288,496,19451,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497119804881463,497119804882023,497119804903954,497119927779113
c3_14q_decomp_p200-c3-7-r8-1788500097,2026-09-03T22:34:57,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,7,8,ok,,1,8192,2,4,14.84,121.6020,497120075846614,497120198787573,122.940959,832,131328,524288,315,19781,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497120075873954,497120075874664,497120075895174,497120198784343
c3_14q_decomp_p200-c3-7-r9-1788500097,2026-09-03T22:34:57,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,7,9,ok,,1,8192,2,4,14.84,121.6020,497120381638872,497120504582832,122.94396,832,131328,524288,177,18413,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497120381666012,497120381666602,497120381687512,497120504563481
c3_14q_decomp_p200-c3-6-r-1-1788500098,2026-09-03T22:34:58,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,-1,ok,,1,1024,2,3,12.06,12.3515,497120685872155,497120698440950,12.568795,784,98560,40960,25,1212,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497120685892765,497120685893465,497120685912655,497120698419100
c3_14q_decomp_p200-c3-6-r0-1788500098,2026-09-03T22:34:58,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,0,ok,,1,1024,2,3,12.06,12.3515,497120833910735,497120846479661,12.568926,784,98560,40960,25,1114,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497120833931816,497120833932346,497120833951266,497120846457311
c3_14q_decomp_p200-c3-6-r1-1788500098,2026-09-03T22:34:58,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,1,ok,,1,1024,2,3,12.06,12.3515,497120994513552,497121007076687,12.563135,784,98560,40960,26,1202,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497120994533452,497120994534152,497120994552382,497121007059477
c3_14q_decomp_p200-c3-6-r2-1788500098,2026-09-03T22:34:58,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,2,ok,,1,1024,2,3,12.06,12.3515,497121145657083,497121158212189,12.555106,784,98560,40960,26,1246,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497121145677393,497121145678034,497121146041987,497121158203019
c3_14q_decomp_p200-c3-6-r3-1788500098,2026-09-03T22:34:58,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,3,ok,,1,1024,2,3,12.06,12.3515,497121299688244,497121312244609,12.556365,784,98560,40960,28,1280,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497121299708494,497121299709134,497121299984347,497121312234829
c3_14q_decomp_p200-c3-6-r4-1788500098,2026-09-03T22:34:58,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,4,ok,,1,1024,2,3,12.06,12.3515,497121450469402,497121463025317,12.555915,784,98560,40960,25,1117,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497121450489432,497121450490042,497121450745925,497121463015257
c3_14q_decomp_p200-c3-6-r5-1788500099,2026-09-03T22:34:59,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,5,ok,,1,1024,2,3,12.06,12.3515,497121599355271,497121611913107,12.557836,784,98560,40960,30,1259,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497121599375451,497121599376171,497121599640494,497121611901846
c3_14q_decomp_p200-c3-6-r6-1788500099,2026-09-03T22:34:59,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,6,ok,,1,1024,2,3,12.06,12.3515,497121748545603,497121761108029,12.562426,784,98560,40960,26,1242,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497121748565643,497121748566283,497121748584174,497121761092129
c3_14q_decomp_p200-c3-6-r7-1788500099,2026-09-03T22:34:59,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,7,ok,,1,1024,2,3,12.06,12.3515,497121902322811,497121914880627,12.557816,784,98560,40960,25,1198,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497121902342691,497121902343431,497121902359962,497121914869337
c3_14q_decomp_p200-c3-6-r8-1788500099,2026-09-03T22:34:59,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,8,ok,,1,1024,2,3,12.06,12.3515,497122048391202,497122060948678,12.557476,784,98560,40960,25,1227,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497122048412132,497122048412752,497122048716145,497122060937288
c3_14q_decomp_p200-c3-6-r9-1788500099,2026-09-03T22:34:59,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,6,9,ok,,1,1024,2,3,12.06,12.3515,497122199919408,497122212475813,12.556405,784,98560,40960,28,1270,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497122199940338,497122199941048,497122200274081,497122212464763
c3_14q_decomp_p200-c3-19-r-1-1788500099,2026-09-03T22:34:59,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,19,-1,ok,,1,4096,2,14,46.42,190.1199,497122825957299,497123016870518,190.913219,3968,458752,917504,34,30507,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497122826047800,497122826048430,497122826102380,497123016860398
c3_14q_decomp_p200-c3-19-r0-1788500100,2026-09-03T22:35:00,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,19,0,ok,,1,4096,2,14,46.42,190.1199,497123538714388,497123729629677,190.915289,3968,458752,917504,601,32062,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497123538804378,497123538804999,497123539391364,497123729618137
c3_14q_decomp_p200-c3-19-r1-1788500101,2026-09-03T22:35:01,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,19,1,ok,,1,4096,2,14,46.42,190.1199,497124274199854,497124465116303,190.916449,3968,458752,917504,290,30691,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497124274289514,497124274290245,497124274864920,497124465103333
c3_14q_decomp_p200-c3-19-r2-1788500102,2026-09-03T22:35:02,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,19,2,ok,,1,4096,2,14,46.42,190.1199,497124988558528,497125179478618,190.92009,3968,458752,917504,643,32075,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497124988648419,497124988649049,497124989275485,497125179461798
c3_14q_decomp_p200-c3-19-r3-1788500102,2026-09-03T22:35:02,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,19,3,ok,,1,4096,2,14,46.42,190.1199,497125669989614,497125860907733,190.918119,3968,458752,917504,317,31172,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497125670079235,497125670079925,497125670134185,497125860892923
c3_14q_decomp_p200-c3-19-r4-1788500103,2026-09-03T22:35:03,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,19,4,ok,,1,4096,2,14,46.42,190.1199,497126393943594,497126584861474,190.91788,3968,458752,917504,735,31727,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497126394034255,497126394034865,497126394087666,497126584847314
c3_14q_decomp_p200-c3-19-r5-1788500104,2026-09-03T22:35:04,c3,build_63329aaf_20260830175903,0.000,a1eefb5,single,19,5,ok,,1,4096,2,14,46.42,190.1199,497127121812514,497127312728114,190.9156,3968,458752,917504,594,30954,1,c3_14q_decomp_p200,0,1,0,0,decomp; batch_server v7; dma STRM_POLL_US=200,497127121903115,497127121903665,497127122559182,497127312715413
